Poland,  Population size (1-year)     Last modified: 08-Jul-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1994      36     328316.37    333246.65    661563.02
1994      37     328965.60    332237.57    661203.17
1994      38     331193.50    334279.91    665473.41
1994      39     324416.29    324704.19    649120.48
1994      40     321756.95    320709.98    642466.93
1994      41     319579.85    317591.05    637170.90
1994      42     315578.84    311393.05    626971.89
1994      43     305858.42    302417.72    608276.14
1994      44     290407.38    284745.39    575152.77
1994      45     283377.55    277868.74    561246.29
1994      46     265925.91    259302.08    525227.99
1994      47     241037.87    232650.14    473688.01
1994      48     188307.73    178675.77    366983.50
1994      49     177528.59    166976.64    344505.23
1994      50     173647.06    163092.77    336739.83
1994      51     171419.36    159552.68    330972.04
1994      52     179025.53    166489.05    345514.58
1994      53     192043.29    176082.52    368125.81
1994      54     198612.35    179502.86    378115.21
1994      55     197419.91    176360.16    373780.07
1994      56     198346.06    176948.14    375294.20
1994      57     204020.11    179389.19    383409.30
1994      58     202610.65    176766.30    379376.95
1994      59     198143.53    170832.50    368976.03
1994      60     196334.21    168224.67    364558.88
1994      61     203193.71    171173.05    374366.76
1994      62     204968.18    171237.91    376206.09
1994      63     211348.39    172463.00    383811.39
1994      64     200003.57    159804.33    359807.90
1994      65     196620.56    151768.48    348389.04
1994      66     183934.70    135686.47    319621.17
1994      67     184182.99    127291.76    311474.75
1994      68     187980.89    125723.59    313704.48
1994      69     174698.19    112416.03    287114.22
1994      70     169425.83    108071.91    277497.74
1994      71     158149.24     99704.32    257853.56
1994      72     133755.12     83868.88    217624.00
1994      73     126376.14     79398.20    205774.34
1994      74     109107.25     65641.26    174748.51
1994      75      78971.11     45070.67    124041.78
1994      76      70263.09     40298.24    110561.33
1994      77      71886.79     39158.86    111045.65
1994      78      75352.18     38711.81    114063.99
1994      79      84886.82     43369.81    128256.63
1994      80      84274.31     41578.40    125852.71
1994      81      82185.90     38428.12    120614.02
1994      82      70329.01     31736.00    102065.01
1994      83      64250.83     28809.78     93060.61
1994      84      56542.21     23941.48     80483.69
1994      85      46914.98     19235.69     66150.67
1994      86      40896.57     16052.88     56949.45
1994      87      32571.86     11967.21     44539.07
1994      88      25279.52      8929.04     34208.56
1994      89      20720.43      7103.26     27823.69
1994      90      15679.55      5037.32     20716.87
1994      91      12319.18      3666.10     15985.28
1994      92       8403.47      2517.46     10920.93
1994      93       6669.94      1915.37      8585.31
1994      94       4030.91      1093.30      5124.21
1994      95       2772.45       698.14      3470.59
1994      96       1733.95       484.04      2217.99
1994      97       1084.98       271.88      1356.86
1994      98        749.49       165.68       915.17
1994      99        679.30       211.36       890.66
1994     100        163.91        60.08       223.99
1994     101        124.34        50.20       174.54
1994     102         43.21        16.89        60.10
1994     103         68.30        23.28        91.58
1994     104         38.38        12.20        50.58
1994     105         15.32         5.70        21.02
1994     106          8.79         3.87        12.66
1994     107          5.42         2.61         8.03
1994     108          2.00         1.00         3.00
1994     109          4.41         2.17         6.58
1994     110+         2.79         0.83         3.62
1995       0     231649.69    242339.80    473989.49
1995       1     237173.00    249331.15    486504.15
1995       2     247080.85    259105.53    506186.38
1995       3     261020.87    274846.04    535866.91
1995       4     264079.97    277889.83    541969.80
1995       5     270100.23    284792.42    554892.65
1995       6     268679.86    280118.62    548798.48
1995       7     284752.08    298405.19    583157.27
1995       8     301548.59    315309.04    616857.63
1995       9     321644.24    335896.99    657541.23
1995      10     333468.82    348848.59    682317.41
1995      11     340982.93    354988.77    695971.70
1995      12     332106.21    346636.38    678742.59
1995      13     318852.79    332091.09    650943.88
1995      14     322040.01    334210.63    656250.64
1995      15     318388.04    332077.66    650465.70
1995      16     312133.30    325284.75    637418.05
1995      17     306455.44    319875.86    626331.30
1995      18     308043.73    320569.14    628612.87
1995      19     300423.54    311641.97    612065.51
1995      20     289035.76    301535.41    590571.17
1995      21     281358.77    292180.88    573539.65
1995      22     271184.72    282502.36    553687.08
1995      23     259967.13    270470.09    530437.22
1995      24     251160.21    261540.16    512700.37
1995      25     238904.33    250284.31    489188.64
1995      26     236532.38    247732.12    484264.50
1995      27     233383.23    243267.75    476650.98
1995      28     236602.92    244990.12    481593.04
1995      29     241786.42    249499.50    491285.92
1995      30     248527.28    256239.72    504767.00
1995      31     254677.54    261236.91    515914.45
1995      32     260550.24    267685.05    528235.29
1995      33     269103.67    275588.06    544691.73
1995      34     289135.21    293709.90    582845.11
1995      35     305020.97    309760.70    614781.67
1995      36     321079.37    325721.61    646800.98
1995      37     327415.06    331439.63    658854.69
1995      38     327997.94    330446.27    658444.21
1995      39     330079.30    332196.77    662276.07
1995      40     323619.02    322784.04    646403.06
1995      41     320585.93    318404.88    638990.81
1995      42     318427.35    315222.81    633650.16
1995      43     314719.16    309322.89    624042.05
1995      44     304655.64    299730.58    604386.22
1995      45     289562.56    282529.75    572092.31
1995      46     281962.63    275096.80    557059.43
1995      47     264899.53    256842.29    521741.82
1995      48     239379.56    229698.13    469077.69
1995      49     187927.11    177318.23    365245.34
1995      50     176713.70    165091.55    341805.25
1995      51     173151.01    161350.24    334501.25
1995      52     170567.15    157467.88    328035.03
1995      53     178066.98    164151.34    342218.32
1995      54     190782.93    173251.97    364034.90
1995      55     197645.38    176765.43    374410.81
1995      56     196089.02    173299.51    369388.53
1995      57     196971.76    173600.23    370571.99
1995      58     202396.08    175782.26    378178.34
1995      59     200813.66    172921.98    373735.64
1995      60     196351.56    166937.39    363288.95
1995      61     194521.45    164130.04    358651.49
1995      62     200761.08    166469.82    367230.90
1995      63     202810.58    166469.24    369279.82
